"";"CTR1_24h";"CTR2_24h";"CTR3_24h";"CTR4_24h";"EV1_24h";"EV2_24h";"EV3_24h";"EV4_24h"
"ENSG00000095917|TPSD1";0;0;0;0;0;0;0;0
"ENSG00000290756";0;0;0;0;0;0;0;0
"ENSG00000196364|PRSS29P";0;0;0;0;0;0;0;0
"ENSG00000261564";0;0;0;0;0;0;0;0
"ENSG00000260991";0;0;0;0;0;0;0;0
"ENSG00000219274|RPS20P2";0;0;0;0;0;0;0;0
"ENSG00000259947|LINC02124";0;0;0;0;0;0;0;0
"ENSG00000162040|HS3ST6";0;0;0;0;0;0;0;0
"ENSG00000140986|RPL3L";0;0;0;0;0;0;0;0
"ENSG00000266232|MIR3178";0;0;0;0;0;0;0;0
"ENSG00000103355|PRSS33";0;0;0;0;0;0;0;0
"ENSG00000221719|SNORA3C";0;0;0;0;0;0;0;0
"ENSG00000215148|PRSS41";0;0;0;0;0;0;0;0
"ENSG00000007038|PRSS21";0;0;0;0;0;0;0;0
"ENSG00000262154|EIF1P4";0;0;0;0;0;0;0;0
"ENSG00000005001|PRSS22";0;0;0;4;0;0;0;0
"ENSG00000263325";0;0;0;0;0;0;0;0
"ENSG00000274367";0;0;0;2;0;0;0;3
"ENSG00000262362";0;0;0;0;0;0;0;0
"ENSG00000289281";0;0;0;0;0;0;0;0
"ENSG00000272079";0;0;0;0;0;0;0;0
"ENSG00000213937|CLDN9";0;0;0;0;0;0;0;0
"ENSG00000228146|CASP16P";0;0;0;0;0;0;0;0
"ENSG00000293410|CASP16P";0;0;0;0;0;0;0;0
"ENSG00000262521";0;0;0;0;0;0;0;0
"ENSG00000103313|MEFV";4;0;0;0;8;9;12;0
"ENSG00000262316|RPL7L1P19";0;0;0;0;0;0;0;0
"ENSG00000262471";0;0;0;0;0;0;0;0
"ENSG00000263105";8;6;0;9;3;6;0;0
"ENSG00000185739|SRL";0;0;0;0;0;0;0;0
"ENSG00000078328|RBFOX1";0;7;0;0;0;0;0;0
"ENSG00000260817";0;0;0;0;0;0;0;0
"ENSG00000242278|RPS3AP48";0;0;0;0;0;0;0;0
"ENSG00000267182|SNRPCP20";0;0;0;0;0;0;0;0
"ENSG00000261007|NPM1P3";0;0;0;0;0;0;0;0
"ENSG00000260338|LINC01570";0;0;0;0;0;0;0;0
"ENSG00000273648|MIR8065";0;0;0;0;0;0;0;0
"ENSG00000270440";0;0;0;0;0;0;0;0
"ENSG00000280000";0;0;0;0;0;0;0;0
"ENSG00000257180";0;0;0;0;0;0;0;0
"ENSG00000286635";0;0;0;0;0;0;0;0
"ENSG00000260835";0;0;0;0;0;0;0;0
"ENSG00000278975";0;0;0;0;0;0;0;0
"ENSG00000259963";0;0;0;0;0;0;0;0
"ENSG00000252080|RNU7-99P";0;0;0;0;0;0;0;0
"ENSG00000200869|RNU6-457P";0;0;0;0;0;0;0;0
"ENSG00000212189|RNU6-328P";0;0;0;0;0;0;0;0
"ENSG00000289107";0;0;0;0;0;0;0;0
"ENSG00000240419";0;0;0;0;0;0;0;0
"ENSG00000287340";0;0;0;0;0;0;0;0
"ENSG00000283584";0;0;0;0;0;0;0;0
"ENSG00000261198";0;0;0;0;0;0;0;0
"ENSG00000252138";0;0;0;0;0;0;0;0
"ENSG00000260289";0;0;0;0;0;0;0;0
"ENSG00000260003";0;0;0;0;0;0;0;0
"ENSG00000261319|LINC02152";0;0;0;0;0;0;0;0
"ENSG00000260058";0;0;0;0;0;0;0;0
"ENSG00000259819";0;0;0;0;0;0;0;0
"ENSG00000260379";0;0;0;0;0;0;0;0
"ENSG00000261066";0;0;0;0;0;0;0;0
"ENSG00000232258|TMEM114";0;0;0;0;0;0;0;0
"ENSG00000287522";0;0;0;0;0;0;0;0
"ENSG00000279357";0;0;0;0;4;0;0;0
"ENSG00000283516|LITAFD";0;0;0;0;0;0;0;0
"ENSG00000261392";0;0;0;0;0;0;0;0
"ENSG00000261617|LINC02177";0;0;0;0;0;0;0;0
"ENSG00000260071";0;0;0;0;0;7;0;0
"ENSG00000261397|LINC01177";0;0;0;0;0;0;0;0
"ENSG00000261075|LINC01195";0;0;0;0;0;0;0;0
"ENSG00000283003";0;0;0;0;0;0;0;0
"ENSG00000200468|RNA5SP403";0;0;0;0;0;0;0;0
"ENSG00000252927|RNA5SP404";0;0;0;0;0;0;0;0
"ENSG00000260362";0;0;0;0;0;0;0;0
"ENSG00000285543";0;0;0;0;0;0;0;0
"ENSG00000266439|RN7SL493P";0;0;0;0;0;0;0;0
"ENSG00000199482|RNU6-633P";0;0;0;0;0;0;0;0
"ENSG00000153060|TEKT5";0;0;0;3;0;0;0;0
"ENSG00000263279";0;0;0;0;0;0;0;0
"ENSG00000263241|MTCYBP33";0;0;0;0;0;0;0;0
"ENSG00000262107|MTND6P33";0;0;0;0;0;0;0;0
"ENSG00000261904|MTND5P33";0;0;0;0;0;0;0;0
"ENSG00000262322|MTND4P34";0;0;0;0;0;0;0;0
"ENSG00000262259|MTND4LP24";0;0;0;0;0;0;0;0
"ENSG00000263196|MTND3P13";0;0;0;0;0;0;0;0
"ENSG00000262158|MTCO3P24";0;0;0;0;0;0;0;0
"ENSG00000262381|MTATP6P24";0;0;0;0;0;0;0;0
"ENSG00000262488";0;0;0;0;0;0;0;0
"ENSG00000263033";0;0;0;0;0;0;0;0
"ENSG00000263179|HNRNPCP4";0;0;0;0;0;0;0;0
"ENSG00000262117|BCAR4";0;0;0;0;0;0;0;0
"ENSG00000277458";0;0;0;0;0;0;0;0
"ENSG00000274834";0;0;0;0;0;0;0;0
"ENSG00000199474";0;0;0;0;0;0;0;0
"ENSG00000241932|RPL35AP34";0;0;0;0;0;0;0;0
"ENSG00000262267";0;0;0;0;0;0;0;0
"ENSG00000263234";0;0;0;0;0;0;0;0
"ENSG00000261856|LINC02186";0;0;0;0;0;0;0;0
"ENSG00000201075|Y_RNA";0;0;0;0;0;0;0;0
"ENSG00000260009|LINC02130";0;0;0;0;0;0;0;0
"ENSG00000263257";4;3;4;0;4;0;0;0
"ENSG00000069764|PLA2G10";0;0;0;0;0;0;0;0
"ENSG00000215003|RPL15P20";0;0;0;0;0;0;0;0
"ENSG00000264722|MIR3670-2";1;0;0;0;1;0;1;0
"ENSG00000261181|PLA2G10FP";0;0;0;2;0;0;0;0
"ENSG00000260126";0;0;0;0;0;0;0;0
"ENSG00000261362";0;0;0;0;0;0;0;0
"ENSG00000287905";0;0;0;0;0;0;0;0
"ENSG00000279729";0;0;0;0;0;0;0;0
"ENSG00000261748|SPRING1P3";0;0;0;0;0;0;0;0
"ENSG00000260945";0;0;0;0;0;0;0;0
"ENSG00000261555";0;0;0;0;0;0;0;0
"ENSG00000228071|RPL7P47";0;0;0;0;0;0;0;2
"ENSG00000259929";0;0;0;0;0;0;0;0
"ENSG00000280283";0;0;0;0;0;0;0;0
"ENSG00000260242";0;0;0;0;0;0;0;0
"ENSG00000260933";0;0;0;0;0;0;0;0
"ENSG00000278994";0;0;0;0;0;0;0;0
"ENSG00000265776|MIR3670-3";1;0;0;0;1;0;1;0
"ENSG00000260430";4;10;0;0;5;0;0;11
"ENSG00000261210|CLEC19A";0;0;0;0;0;0;0;0
"ENSG00000259871";0;0;0;0;0;0;0;0
"ENSG00000285869|LINC02858";0;0;0;0;0;0;0;0
"ENSG00000259925";0;0;0;0;0;0;0;0
"ENSG00000280265";0;0;0;0;0;0;0;0
"ENSG00000103534|TMC5";0;0;0;8;0;0;0;0
"ENSG00000260681";0;0;0;0;0;0;0;0
"ENSG00000260592";0;0;0;0;0;0;0;0
"ENSG00000222750|RNU4-46P";0;0;0;0;0;0;0;0
"ENSG00000180269|GPR139";0;0;0;0;0;0;0;0
"ENSG00000277211";0;0;0;0;0;0;0;0
"ENSG00000263253";0;0;0;0;0;0;0;0
"ENSG00000227624|SNRPEP3";0;0;0;0;0;0;0;0
"ENSG00000169347|GP2";0;0;0;0;0;0;0;0
"ENSG00000169344|UMOD";0;0;0;0;0;7;0;0
"ENSG00000169340|PDILT";0;0;0;0;0;0;0;0
"ENSG00000263237";0;0;0;0;0;0;0;0
"ENSG00000183549|ACSM5";0;0;0;0;0;0;0;0
"ENSG00000262995";0;0;0;0;0;0;0;0
"ENSG00000183747|ACSM2A";0;0;0;0;0;0;0;0
"ENSG00000280306";0;0;0;0;0;0;0;0
"ENSG00000260201";0;0;0;0;0;0;0;0
"ENSG00000260762|ACSM5P1";0;0;0;0;0;0;0;0
"ENSG00000289978";0;0;0;0;0;0;0;0
"ENSG00000283213";0;0;0;0;0;0;0;0
"ENSG00000122254|HS3ST2";0;0;0;0;0;0;0;0
"ENSG00000261090";0;0;0;0;0;0;0;0
"ENSG00000285613";0;0;0;0;0;0;0;0
"ENSG00000166828|SCNN1G";0;0;0;0;0;0;0;0
"ENSG00000260741";0;0;0;0;0;0;0;0
"ENSG00000279756";0;0;0;0;0;0;0;0
"ENSG00000166869|CHP2";3;0;0;0;0;0;0;0
"ENSG00000260264|LINC02194";0;0;0;0;0;0;0;0
"ENSG00000006116|CACNG3";0;0;0;0;0;0;0;0
"ENSG00000201541";0;0;0;0;0;0;0;0
"ENSG00000239081|RNU7-24P";0;0;0;0;0;0;0;0
"ENSG00000260072";0;0;0;0;0;0;0;0
"ENSG00000266166|RN7SL557P";0;0;0;0;0;0;0;0
"ENSG00000103375|AQP8";0;0;0;0;0;0;4;0
"ENSG00000261636|LINC02191";0;0;0;0;0;0;0;0
"ENSG00000260690|CYCSP39";0;0;0;0;0;0;0;0
"ENSG00000231876";0;0;0;0;0;0;0;0
"ENSG00000228480";0;0;0;0;0;0;0;0
"ENSG00000286712";0;0;0;0;0;0;0;0
"ENSG00000236481|LINC02195";0;0;0;0;0;0;0;0
"ENSG00000260580";0;0;0;0;0;0;0;0
"ENSG00000234186|C16orf82";0;0;0;0;0;0;0;0
"ENSG00000261482";0;0;0;0;0;0;0;0
"ENSG00000261557|EEF1A1P38";0;0;0;0;0;0;0;0
"ENSG00000169181|GSG1L";0;0;0;0;0;0;0;0
"ENSG00000212382|RNU6-159P";0;0;0;0;0;0;0;0
"ENSG00000207266|RNU6-1241P";0;0;0;0;0;0;0;0
"ENSG00000250982|GAPDHP35";0;0;0;0;0;0;0;14
"ENSG00000277191";0;0;0;0;0;0;0;0
"ENSG00000261089|CDC37P2";0;0;0;0;0;0;0;0
"ENSG00000197272|IL27";0;0;0;0;0;0;0;0
"ENSG00000278528|PLA2G10KP";0;0;0;0;0;0;0;0
"ENSG00000278078";2;1;0;0;0;0;1;0
"ENSG00000202476|Y_RNA";0;0;0;0;0;0;0;0
"ENSG00000222701|Y_RNA";0;0;0;0;0;0;0;0
"ENSG00000005844|ITGAL";0;0;7;0;0;0;0;0
"ENSG00000261346";0;0;0;0;0;0;0;0
"ENSG00000260487";0;0;0;0;0;0;0;0
"ENSG00000251706|RNU7-61P";0;0;0;0;0;0;0;0
"ENSG00000261332|ITGAL-AS1";0;0;0;0;0;0;0;0
"ENSG00000266305|MIR4518";0;0;0;0;0;0;0;0
"ENSG00000261680";0;0;0;0;0;0;0;0
"ENSG00000260113";0;0;0;0;0;0;0;0
"ENSG00000252074|RNU6-416P";0;0;0;0;0;0;0;0
"ENSG00000274848|Metazoa_SRP";0;0;0;0;0;0;1;0
"ENSG00000260082";0;0;0;0;0;0;0;0
"ENSG00000274678";0;2;0;0;0;5;2;3
"ENSG00000230447|CTF2P";0;0;0;0;0;0;0;0
"ENSG00000263343";0;0;0;0;0;0;0;0
"ENSG00000262366|NDUFA3P6";0;0;0;0;0;0;0;0
"ENSG00000177238|TRIM72";0;0;0;3;0;0;0;0
"ENSG00000169900|PYDC1";0;0;0;0;0;0;0;0
"ENSG00000169896|ITGAM";0;0;0;0;0;0;0;0
"ENSG00000289930";0;0;0;0;0;0;0;0
"ENSG00000156886|ITGAD";0;0;0;0;0;0;0;0
"ENSG00000260757";0;0;0;0;0;0;0;0
"ENSG00000156885|COX6A2";0;0;0;0;0;0;0;0
"ENSG00000277543";0;0;0;0;0;0;0;0
"ENSG00000289889";0;0;0;0;0;0;0;0
"ENSG00000169877|AHSP";0;0;0;0;0;0;0;0
"ENSG00000261475|LINC02190";0;0;0;0;0;0;0;0
"ENSG00000261648";0;0;0;0;0;0;0;0
"ENSG00000213547|VN1R64P";0;0;0;0;0;0;0;0
"ENSG00000260883|VN1R65P";0;0;0;0;0;0;0;0
"ENSG00000261741|FRG2KP";0;0;0;0;0;0;0;0
"ENSG00000290715|FRG2KP";0;0;0;0;0;0;0;0
"ENSG00000278885";0;0;0;0;0;0;0;0
"ENSG00000261614|YBX3P1";0;3;0;0;0;0;0;0
"ENSG00000260010|KRBOX5P1";1;0;3;0;0;0;0;0
"ENSG00000237185|VN1R66P";0;0;0;0;0;0;0;0
"ENSG00000260631|RBM22P12";0;0;0;0;0;0;0;0
"ENSG00000260472";0;0;0;0;0;0;0;0
"ENSG00000260568";0;0;0;0;0;0;0;0
"ENSG00000260722|VN1R67P";0;0;0;0;0;0;0;0
"ENSG00000293359";0;0;0;0;0;0;0;0
"ENSG00000261457";0;0;0;0;0;0;0;0
"ENSG00000180663|VN1R3";0;0;0;0;0;0;0;0
"ENSG00000261284|RBM22P13";0;0;0;0;0;0;0;0
"ENSG00000259874";0;0;0;0;0;0;0;0
"ENSG00000261289";0;0;0;0;0;0;0;0
"ENSG00000197476";0;0;0;0;0;0;0;0
"ENSG00000260218";0;0;0;0;0;0;0;0
"ENSG00000293243";0;0;0;0;0;0;0;0
"ENSG00000261704|IGHV1OR16-1";0;0;0;0;0;0;0;0
"ENSG00000223931";0;0;0;0;0;0;0;0
"ENSG00000260048|IGHV1OR16-3";0;0;0;0;0;0;0;0
"ENSG00000270472|IGHV3OR16-9";0;0;0;0;0;0;0;0
"ENSG00000261727";0;0;0;0;0;0;0;0
"ENSG00000260847";0;0;0;0;0;0;0;0
"ENSG00000260649";0;0;0;0;0;0;0;0
"ENSG00000260540|ABHD17AP8";0;0;0;0;0;0;0;0
"ENSG00000260344";0;0;0;0;0;0;0;0
"ENSG00000260402";0;0;0;0;0;0;0;0
"ENSG00000259822";0;0;0;0;0;0;0;0
"ENSG00000293342";0;0;0;0;0;0;0;0
"ENSG00000261127";0;0;0;0;0;0;0;0
"ENSG00000260516|CHEK2P7";0;0;0;0;0;0;0;0
"ENSG00000260327|ACTR3BP3";0;0;0;0;0;0;0;0
"ENSG00000260866";0;0;0;0;0;0;0;0
"ENSG00000260307|PABPC1P13";0;0;0;0;0;0;0;0
"ENSG00000261541";0;0;0;0;0;0;0;0
"ENSG00000260662";0;0;0;0;0;0;0;0
"ENSG00000261233|ABCD1P3";0;0;0;0;0;0;0;0
"ENSG00000289734";0;0;0;0;0;0;0;0
"ENSG00000259966|FAM153DP";0;0;0;0;0;0;0;0
"ENSG00000262187";0;0;0;0;0;0;0;0
"ENSG00000261111";0;0;0;0;0;0;0;0
"ENSG00000261569";0;0;0;0;0;0;0;0
"ENSG00000293291";0;0;0;0;0;0;0;0
"ENSG00000261263";0;0;0;0;0;0;0;0
"ENSG00000260311";0;0;0;0;0;0;0;0
"ENSG00000183632|TP53TG3";0;0;0;1;0;0;0;0
"ENSG00000260974";0;0;0;0;0;0;0;0
"ENSG00000261391";0;0;0;0;0;0;0;0
"ENSG00000260864|ABHD17AP7";0;0;0;0;0;0;0;0
"ENSG00000260845";0;0;0;0;0;0;0;0
"ENSG00000261108";0;0;0;0;0;0;0;0
"ENSG00000278950";1;1;2;1;0;0;0;0
"ENSG00000279780";0;0;0;0;0;0;0;0
"ENSG00000279795";0;0;0;0;0;0;0;0
"ENSG00000260158";0;0;0;0;0;0;0;0
"ENSG00000261719";0;0;0;0;0;0;0;0
"ENSG00000259934";0;0;0;0;0;0;0;0
"ENSG00000259303|IGHV2OR16-5";0;0;0;0;0;0;0;0
"ENSG00000260047|BCAP31P2";0;0;0;0;0;0;0;0
"ENSG00000290985|SLC6A10P";0;0;0;0;0;0;0;0
"ENSG00000214617|SLC6A10P";0;0;0;0;0;0;0;0
"ENSG00000214614";0;0;0;0;0;0;0;0
"ENSG00000261834|IGHV3OR16-15";0;0;0;0;0;0;0;0
"ENSG00000270864|IGHV3OR16-6";0;0;0;0;0;0;0;0
"ENSG00000293292";0;0;0;0;0;0;0;0
"ENSG00000259852|IGHV1OR16-2";0;0;0;2;0;0;0;0
"ENSG00000233732|IGHV3OR16-10";0;0;0;0;0;0;0;0
"ENSG00000260921";0;0;0;0;0;0;0;0
"ENSG00000259997|IGHV1OR16-4";0;0;0;0;0;0;0;0
"ENSG00000271130|IGHV3OR16-8";0;0;0;0;0;0;0;0
"ENSG00000261259";0;0;0;0;0;0;0;0
"ENSG00000261682";0;0;0;0;0;0;0;0
"ENSG00000259800";0;0;0;0;0;0;0;0
"ENSG00000261536|ABHD17AP9";0;0;0;0;0;0;0;0
"ENSG00000260414";0;0;0;0;0;0;0;0
"ENSG00000260419";0;0;0;0;0;0;0;0
"ENSG00000205457|TP53TG3C";0;0;0;1;0;0;0;0
"ENSG00000260827";0;0;0;0;0;0;0;0
"ENSG00000261507";0;0;0;0;0;0;0;0
"ENSG00000275034|TP53TG3E";0;0;0;1;0;0;0;0
"ENSG00000282973";0;0;0;0;0;0;0;0
"ENSG00000261509|TP53TG3B";0;0;0;1;0;0;0;0
"ENSG00000261009";0;0;0;0;0;0;0;0
"ENSG00000283110";0;0;0;0;0;0;0;0
"ENSG00000278848|TP53TG3F";0;0;0;1;0;0;0;0
"ENSG00000282927";0;0;0;0;0;0;0;0
"ENSG00000262090";0;0;0;0;0;0;0;0
"ENSG00000260626";0;0;0;0;0;0;0;0
"ENSG00000261200";0;0;0;0;0;0;0;0
"ENSG00000261466";0;0;0;0;0;0;0;0
"ENSG00000290420";0;0;0;0;0;0;0;0
"ENSG00000261405|CHEK2P6";0;0;0;0;0;0;0;0
"ENSG00000259882";0;0;0;0;0;0;0;0
"ENSG00000282924";0;0;0;0;0;0;0;0
"ENSG00000261580|ENPP7P13";0;0;0;0;0;0;0;0
"ENSG00000260308";0;0;0;0;0;0;0;0
"ENSG00000270467|IGHV3OR16-12";0;0;0;0;0;0;0;0
"ENSG00000261153";0;0;0;0;0;0;0;0
"ENSG00000271178|IGHV3OR16-13";0;0;0;0;0;0;0;0
"ENSG00000259680|IGHV3OR16-17";0;0;0;0;0;0;0;0
"ENSG00000270924";0;0;0;0;0;0;0;0
"ENSG00000271691";0;0;0;0;0;0;0;0
"ENSG00000260312";0;0;0;0;0;0;0;0
"ENSG00000270318|IGHV3OR16-11";0;0;0;0;0;0;0;0
"ENSG00000260525";0;0;0;2;0;0;0;0
"ENSG00000271620|IGHV3OR16-7";0;0;0;0;0;0;0;0
"ENSG00000261607";0;0;0;0;0;0;0;0
"ENSG00000259842|IGHV3OR16-16";0;0;0;0;0;0;0;0
"ENSG00000205452";0;0;0;0;0;0;0;0
"ENSG00000270401";0;0;0;0;0;0;0;0
"ENSG00000198555";0;0;0;0;0;0;0;0
"ENSG00000261217|BCAP31P1";0;0;0;0;0;0;0;0
"ENSG00000259990";0;0;0;0;0;0;0;0
"ENSG00000283065";0;0;0;0;0;0;0;0
"ENSG00000261197";0;0;0;0;0;0;0;0
"ENSG00000262561";0;0;0;0;0;0;0;0
"ENSG00000261440|DUX4L45";0;0;0;0;0;0;0;0
"ENSG00000260087|PCMTD1P2";0;0;0;0;0;0;0;0
"ENSG00000259987|DUX4L46";0;0;0;0;0;0;0;0
"ENSG00000260207|DUX4L47";0;0;0;0;0;0;0;0
"ENSG00000256642|LINC00273";0;0;0;0;0;0;0;0
"ENSG00000200434|RNA5-8SP2";0;0;0;0;0;0;0;0
"ENSG00000284209|CCNYL1B";0;0;0;0;0;0;0;0
"ENSG00000288300";0;0;0;0;0;0;0;0
"ENSG00000286968";0;0;0;0;0;0;0;0
"ENSG00000279165";0;0;0;0;0;0;0;0
"ENSG00000287353";0;0;0;0;0;0;0;0
"ENSG00000260854|LINC02184";0;0;0;4;0;10;4;0
"ENSG00000179755";0;0;0;0;0;0;0;0
"ENSG00000261566";0;0;0;0;0;0;0;0
"ENSG00000262885";0;0;0;0;0;0;0;0
"ENSG00000216671|CCNYL3";0;0;0;0;0;0;0;0
"ENSG00000278138|CLUHP11";0;0;0;0;0;0;0;0
"ENSG00000261053|NAMPTP3";0;0;0;0;0;0;0;0
"ENSG00000260809|VPS35P1";0;0;0;0;0;0;0;0
"ENSG00000259979|VN1R68P";0;0;0;0;0;0;0;0
"ENSG00000260724|VN1R69P";0;0;0;0;0;0;0;0
"ENSG00000261800";0;0;0;0;0;0;0;0
"ENSG00000280180";0;0;0;0;0;0;0;0
"ENSG00000261461|UBE2MP1";0;2;4;2;0;0;0;0
"ENSG00000261608|SLC25A1P4";0;0;0;4;0;0;0;0
"ENSG00000260073";0;0;0;0;0;0;0;0
"ENSG00000260590";0;0;0;0;0;0;0;0
"ENSG00000261398";0;0;0;0;0;0;0;0
"ENSG00000260958";0;0;0;0;0;0;0;0
"ENSG00000261274|TP53TG3GP";0;0;0;0;0;0;0;0
"ENSG00000260967|RARRES2P5";0;0;0;0;0;0;0;0
"ENSG00000260984|FGFR3P5";0;0;0;0;0;0;0;0
"ENSG00000259897|FRG2JP";0;0;0;0;0;0;0;0
"ENSG00000261010|RARRES2P6";0;0;0;0;0;0;0;0
"ENSG00000261752|AGGF1P8";0;0;0;0;0;0;0;0
"ENSG00000260846|FRG2HP";0;0;0;0;0;0;0;0
"ENSG00000261486|RARRES2P9";0;0;0;0;0;0;0;0
"ENSG00000260427|AGGF1P9";0;0;0;0;0;0;0;0
"ENSG00000260480|C2orf69P4";0;0;0;0;0;0;0;0
"ENSG00000259841|LINC01566";0;0;0;0;0;0;0;0
"ENSG00000260291|FRG2GP";0;0;0;0;0;0;0;0
"ENSG00000261689|AGGF1P4";0;0;0;0;0;0;0;0
"ENSG00000260598|FRG2IP";0;0;0;0;0;0;0;0
"ENSG00000260812|RARRES2P7";0;0;0;0;0;0;0;0
"ENSG00000260680|AGGF1P5";0;0;0;0;0;0;0;0
"ENSG00000261299|C2orf69P3";0;0;0;0;0;0;0;0
"ENSG00000278681";0;0;0;0;0;0;0;0
"ENSG00000214581|ZNF971P";0;0;0;0;0;0;0;0
"ENSG00000293007";0;0;0;0;0;0;0;0
"ENSG00000287163";0;0;0;0;0;0;0;0
"ENSG00000290413";0;0;0;0;0;0;0;0
"ENSG00000261711|FRG2DP";0;0;0;0;0;0;0;0
"ENSG00000260153|RARRES2P10";0;0;0;0;0;0;0;0
"ENSG00000259836|AGGF1P6";0;0;0;0;0;0;0;0
"ENSG00000261350";0;0;0;0;0;0;0;0
"ENSG00000260341|C2orf69P2";0;0;0;0;0;0;0;0
"ENSG00000261445";0;0;0;0;0;0;0;0
"ENSG00000287448";0;0;0;0;0;0;0;0
"ENSG00000260857";0;0;0;0;0;0;0;0
"ENSG00000269622|TP53TG3HP";0;0;0;0;0;0;0;0
"ENSG00000293017";0;0;0;0;0;0;0;0
"ENSG00000282946";0;0;0;0;0;0;0;0
"ENSG00000259996|RARRES2P8";0;0;0;0;0;0;0;0
"ENSG00000260994|AGGF1P7";0;0;0;0;0;0;0;0
"ENSG00000261046|C2orf69P1";0;0;0;0;0;0;0;0
"ENSG00000260134|C1QL1P1";0;0;0;0;0;0;0;0
"ENSG00000260746|KIF18BP1";0;0;0;0;0;0;0;0
"ENSG00000259791";0;0;0;0;0;0;0;0
"ENSG00000260522";0;0;0;0;0;0;0;0
"ENSG00000251915|RNA5SP406";0;0;0;0;0;0;0;0
"ENSG00000222207|RNA5SP407";0;0;0;0;0;0;0;0
"ENSG00000251924|RNA5SP408";0;0;0;0;0;0;0;0
"ENSG00000252624|RNA5SP409";0;0;0;0;0;0;0;0
"ENSG00000261122|LINC02167";0;0;0;0;0;0;0;0
"ENSG00000252094|RNA5SP410";0;0;0;0;0;0;0;0
"ENSG00000276599|RNA5SP411";0;0;0;0;0;0;0;0
"ENSG00000277004|RNA5SP412";0;0;0;0;0;0;0;0
"ENSG00000252182|RNA5SP413";0;0;0;0;0;0;0;0
"ENSG00000274228|RNA5SP414";0;0;0;0;0;0;0;0
"ENSG00000253055|RNA5SP415";0;0;0;0;0;0;0;0
"ENSG00000252647|RNA5SP416";0;0;0;0;0;0;0;0
"ENSG00000252268|RNA5SP417";0;0;0;0;0;0;0;0
"ENSG00000251760|RNA5SP418";0;0;0;0;0;0;0;0
"ENSG00000251717|RNA5SP419";0;0;0;0;0;0;0;0
"ENSG00000252806|RNA5SP420";0;0;0;0;0;0;0;0
"ENSG00000252673|RNA5SP421";0;0;0;0;0;0;0;0
"ENSG00000252587|RNA5SP422";0;0;0;0;0;0;0;0
"ENSG00000252936|RNA5SP423";0;0;0;0;0;0;0;0
"ENSG00000260611";0;0;0;0;0;0;0;0
"ENSG00000261620|HMGN2P41";0;0;0;0;0;0;0;0
"ENSG00000261515|VN1R70P";0;0;0;0;0;0;0;0
"ENSG00000261782";0;0;0;0;0;0;0;0
"ENSG00000279666";0;0;0;0;0;0;0;0
"ENSG00000261084|PPP1R1AP2";0;0;0;0;0;0;0;0
"ENSG00000290429";0;0;0;0;0;0;0;0
"ENSG00000261239|ANKRD26P1";0;0;0;0;0;0;0;0
"ENSG00000199448|RNU6-845P";0;0;0;0;0;0;0;0
"ENSG00000261356";0;0;0;0;0;0;0;0
"ENSG00000260251";0;0;0;0;0;0;0;0
"ENSG00000260909";0;0;0;0;0;0;0;0
"ENSG00000260889|CKBP1";0;0;0;0;0;0;0;0
"ENSG00000261725";0;0;0;0;0;0;0;0
"ENSG00000259821";0;0;0;0;0;0;0;0
"ENSG00000259983";0;0;0;0;0;0;0;0
"ENSG00000261231|LINC02133";0;0;0;0;0;0;0;0
"ENSG00000260497";0;0;0;0;0;0;0;0
"ENSG00000261325|LINC02192";0;0;0;0;0;0;0;0
"ENSG00000260450|LINC02134";0;0;0;0;0;0;0;0
"ENSG00000288026";0;0;0;0;0;0;0;0
"ENSG00000261017";0;0;0;0;0;0;0;0
"ENSG00000140798|ABCC12";0;0;0;0;0;0;0;0
"ENSG00000260688";0;0;0;0;0;0;0;0
"ENSG00000260347|MOCS1P1";0;0;0;0;0;0;0;0
"ENSG00000259912";0;0;0;0;0;0;0;0
"ENSG00000260184";0;0;0;0;0;0;0;0
"ENSG00000260067|MTND4LP25";0;0;0;0;0;0;0;0
"ENSG00000287469";0;0;0;0;0;0;0;0
"ENSG00000261421";0;0;0;0;0;0;0;0
"ENSG00000261815";0;0;0;0;0;0;0;0
"ENSG00000279249";0;0;2;0;7;0;0;0
"ENSG00000280189";0;0;0;0;0;0;0;0
"ENSG00000166152|C16orf78";0;0;0;0;0;0;0;0
"ENSG00000262950";0;0;0;0;0;0;0;0
"ENSG00000263110";0;0;0;0;0;0;0;0
"ENSG00000261623|LINC02179";0;0;0;0;0;0;0;0
"ENSG00000279842";0;0;0;0;0;0;0;0
"ENSG00000261751";0;0;0;0;0;0;0;0
"ENSG00000244551|RPL34P29";0;0;0;0;0;0;0;0
"ENSG00000283365|NCOA5LP";0;0;0;0;0;0;0;0
"ENSG00000260031|RPL10P14";0;0;0;0;0;0;0;0
"ENSG00000252526|SNORA70";0;0;0;0;0;0;0;0
"ENSG00000261092|LINC02178";0;0;0;0;0;0;0;0
"ENSG00000260573";0;0;0;0;0;0;0;0
"ENSG00000260249";0;0;0;0;0;0;0;0
"ENSG00000167208|SNX20";0;0;0;0;0;0;0;0
"ENSG00000261703|LINC02168";0;0;0;0;0;0;0;0
"ENSG00000261241|LINC02128";0;0;0;0;0;0;0;0
"ENSG00000260042";0;0;0;0;0;0;0;0
"ENSG00000199771|RNA5SP426";0;0;0;0;0;0;0;0
"ENSG00000261637|LINC02127";0;0;0;0;0;0;0;0
